Label,Discription,Price,Currency,Location,Catagory,Image
2 room apartment on Aram Khachatryan street 47 sq.m. major renovation stone building,2 rm. 47 sq.m. 5/5 floor,85000,USD,Arabkir,4,https://s.list.am/g/938/70616938.webp
2 room apartment in a new building Vardanants Street 63 sq.m. high ceilings 5/15 floor,2 rm. 63 sq.m. 5/15 floor,199000,USD,Kentron,4,https://s.list.am/g/990/70893990.webp
4 room apartment in a new building Կարապետ Ուլնեցու փողոց 128 sq.m. 2 bathrooms high ceilings,4 rm. 128 sq.m. 13/16 floor,1750,USD,Kanaker-Zeytun,4,https://s.list.am/g/408/70729408.webp
2 room apartment Sharuri street lane 72 sq.m. 7/10 floor,2 rm. 72 sq.m. 7/10 floor,40000000,AMD,Shengavit,4,https://s.list.am/g/101/70492101.webp
1 room apartment Saryan Street 40 sq.m. 9/11 floor euro renovation,1 rm. 40 sq.m. 9/11 floor,115000,USD,Kentron,4,https://s.list.am/g/580/46022580.webp
4 room apartment on Ohanov street 88 sq.m. 2/9 floor major renovation,4 rm. 88 sq.m. 2/9 floor,130000,USD,Malatia-Sebastia,4,https://s.list.am/g/999/60550999.webp
3 room apartment on Bashinjaghyan street 68 sq.m. euro renovation,3 rm. 68 sq.m. 16/16 floor,90000,USD,Ajapnyak,4,https://s.list.am/g/311/70795311.webp
3 room apartment on Zoravar Andranik street 75 sq.m. 2 bathrooms 7/9 floor partial renovation,3 rm. 75 sq.m. 7/9 floor,75000,USD,Malatia-Sebastia,4,https://s.list.am/g/217/56015217.webp
4 room apartment in a new building Mesrop Mashtots Avenue 154 sq.m. 2 bathrooms,4 rm. 154 sq.m. 13/17 floor,485000,USD,Kentron,4,https://s.list.am/g/254/68319254.webp
3 room apartment on Zoravar Andranik street 67 sq.m. 2 bathrooms 2/14 floor partial renovation,3 rm. 67 sq.m. 2/14 floor,75000,USD,Malatia-Sebastia,4,https://s.list.am/g/706/68708706.webp
3 room apartment on Marshal Khudyakov street 65 sq.m. 2 bathrooms 9/12 floor designer renovation,3 rm. 65 sq.m. 9/12 floor,100000,USD,Avan,4,https://s.list.am/g/951/68732951.webp
3 room apartment on Raffi street 83 sq.m. 2 bathrooms 8/14 floor major renovation,3 rm. 83 sq.m. 8/14 floor,130000,USD,Malatia-Sebastia,4,https://s.list.am/g/721/69121721.webp
3 room apartment on Zoravar Andranik street 75 sq.m. 2 bathrooms 1/9 floor euro renovation,3 rm. 75 sq.m. 1/9 floor,95000,USD,Malatia-Sebastia,4,https://s.list.am/g/604/61406604.webp
3 room apartment on Aghbyur Serob street 72 sq.m. 2 bathrooms 3/9 floor cosmetic renovation,3 rm. 72 sq.m. 3/9 floor,120000,USD,Arabkir,4,https://s.list.am/g/747/49744747.webp
4 room apartment on Koryun street 108 sq.m. 2 bathrooms second to last floor partial renovation,4 rm. 108 sq.m. 4/5 floor,190000,USD,Kentron,4,https://s.list.am/g/742/56786742.webp
2 room apartment on Aram Khachatryan street 47 sq.m. major renovation stone building,2 rm. 47 sq.m. 5/5 floor,85000,USD,Arabkir,4,https://s.list.am/g/938/70616938.webp
2 room apartment in a new building Vardanants Street 63 sq.m. high ceilings 5/15 floor,2 rm. 63 sq.m. 5/15 floor,199000,USD,Kentron,4,https://s.list.am/g/990/70893990.webp
4 room apartment in a new building Կարապետ Ուլնեցու փողոց 128 sq.m. 2 bathrooms high ceilings,4 rm. 128 sq.m. 13/16 floor,1750,USD,Kanaker-Zeytun,4,https://s.list.am/g/408/70729408.webp
2 room apartment Sharuri street lane 72 sq.m. 7/10 floor,2 rm. 72 sq.m. 7/10 floor,40000000,AMD,Shengavit,4,https://s.list.am/g/101/70492101.webp
1 room apartment Saryan Street 40 sq.m. 9/11 floor euro renovation,1 rm. 40 sq.m. 9/11 floor,115000,USD,Kentron,4,https://s.list.am/g/580/46022580.webp
4 room apartment on Ohanov street 88 sq.m. 2/9 floor major renovation,4 rm. 88 sq.m. 2/9 floor,130000,USD,Malatia-Sebastia,4,https://s.list.am/g/999/60550999.webp
3 room apartment on Bashinjaghyan street 68 sq.m. euro renovation,3 rm. 68 sq.m. 16/16 floor,90000,USD,Ajapnyak,4,https://s.list.am/g/311/70795311.webp
3 room apartment Улица Таронца 85 sq.m. cosmetic renovation stone building,3 rm. 85 sq.m. 4/4 floor,80000,USD,Shengavit,4,https://s.list.am/g/251/70502251.webp
1 room apartment on Tumanyan street 40 sq.m. high ceilings second to last floor,1 rm. 40 sq.m. 4/5 floor,153000,USD,Kentron,4,https://s.list.am/g/222/67853222.webp
3 room apartment Mesrop Mashtots Avenue 90 sq.m. 2 bathrooms high ceilings 2/4 floor,3 rm. 90 sq.m. 2/4 floor,250000,USD,Kentron,4,https://s.list.am/g/268/69364268.webp
4 room apartment Sayat Nova avenue 121 sq.m. 2 bathrooms high ceilings multiple balconies,4 rm. 121 sq.m. 3/8 floor,360000,USD,Kentron,4,https://s.list.am/g/199/66841199.webp
1 room apartment Աբովյան փողոց 42 sq.m. high ceilings euro renovation stone building,1 rm. 42 sq.m. 5/5 floor,135000,USD,Kentron,4,https://s.list.am/g/379/39505379.webp
4 room apartment in a new building Tsitsernakaberd Highway 158 sq.m. 2 bathrooms high ceilings,4 rm. 158 sq.m. 7/14 floor,510000,USD,Kentron,4,https://s.list.am/g/549/66843549.webp
3 room apartment on Abovyan street 100 sq.m. euro renovation stone building,3 rm. 100 sq.m. 7/7 floor,310000,USD,Kentron,4,https://s.list.am/g/262/39498262.webp
2 room apartment in a new building Արգիշտի փողոց 55 sq.m. high ceilings 7/14 floor,2 rm. 55 sq.m. 7/14 floor,152000,USD,Kentron,4,https://s.list.am/g/290/58245290.webp
2 room apartment in a new building Tbilisian Highway 35 sq.m. high ceilings second to last floor,2 rm. 35 sq.m. 3/4 floor,14700000,AMD,Arabkir,4,https://s.list.am/g/220/70612220.webp
4 room apartment on Frunze street 90 sq.m. second to last floor partial renovation,4 rm. 90 sq.m. 8/9 floor,100000,USD,Shengavit,4,https://s.list.am/g/959/63330959.webp
3 room apartment in a new building Tbilisian Highway 53 sq.m. high ceilings second to last floor,3 rm. 53 sq.m. 3/4 floor,24380000,AMD,Arabkir,4,https://s.list.am/g/913/70893913.webp
4 room apartment on Erebuni street 85 sq.m. multiple balconies,4 rm. 85 sq.m. 8/8 floor,73000,USD,Erebuni,4,https://s.list.am/g/041/70593041.webp
2 room apartment in a new building Komitas Avenue 50 sq.m. high ceilings second to last floor,2 rm. 50 sq.m. 16/17 floor,155000,USD,Arabkir,4,https://s.list.am/g/834/70893834.webp
3 room apartment on Tevosyan street 46 sq.m. high ceilings 2/9 floor,3 rm. 46 sq.m. 2/9 floor,19320000,AMD,Nor Nork,4,https://s.list.am/g/323/68138323.webp
2 room apartment on Chekhov street 62 sq.m. major renovation,2 rm. 62 sq.m. 9/9 floor,77000,USD,Shengavit,4,https://s.list.am/g/712/70700712.webp
3 room apartment on Paronyan street 100 sq.m. 2 bathrooms 5/9 floor partial renovation,3 rm. 100 sq.m. 5/9 floor,178000,USD,Kentron,4,https://s.list.am/g/911/67797911.webp
1 room apartment Arshakuniats Avenue 40 sq.m. 7/10 floor,1 rm. 40 sq.m. 7/10 floor,60000,USD,Shengavit,4,https://s.list.am/g/461/69867461.webp
2 room apartment in a new building Tbilisyan Highway 50 sq.m. high ceilings 3/5 floor,2 rm. 50 sq.m. 3/5 floor,20000000,AMD,Arabkir,4,https://s.list.am/g/727/68449727.webp
2 room apartment on Manandyan street 59 sq.m. 1/5 floor cosmetic renovation stone building,2 rm. 59 sq.m. 1/5 floor,70000,USD,Shengavit,4,https://s.list.am/g/465/67712465.webp
4 room apartment on Duryan street 90 sq.m. 6/9 floor euro renovation,4 rm. 90 sq.m. 6/9 floor,88000,USD,Avan,4,https://s.list.am/g/862/42432862.webp
Spacious 1 room apartment Quchak block 54 sq.m. 3/9 floor cosmetic renovation,1 rm. 54 sq.m. 3/9 floor,61000,USD,Avan,4,https://s.list.am/g/227/42421227.webp
4 room apartment in a new building Avan-Arinj 1st micro 90 sq.m. high ceilings 9/14 floor,4 rm. 90 sq.m. 9/14 floor,34200000,AMD,Avan,4,https://s.list.am/g/470/64577470.webp
4 room apartment on Duryan street 47 sq.m. 4/9 floor major renovation,4 rm. 47 sq.m. 4/9 floor,75000,USD,Avan,4,https://s.list.am/g/617/67998617.webp
1 room apartment Toumanyan block 48 sq.m. 7/9 floor,1 rm. 48 sq.m. 7/9 floor,58000,USD,Avan,4,https://s.list.am/g/666/67914666.webp
Spacious 1 room apartment Yeghbayrutyan Street 52 sq.m. second to last floor stone building,1 rm. 52 sq.m. 4/5 floor,67000,USD,Shengavit,4,https://s.list.am/g/951/69919951.webp
3 room apartment in a new building Կարապետ Ուլնեցու փողոց 80 sq.m. high ceilings 10/16 floor,3 rm. 80 sq.m. 10/16 floor,240000,USD,Kanaker-Zeytun,4,https://s.list.am/g/209/70694209.webp
3 room apartment Պետրոս Դուրյանի փողոց 74 sq.m. 2/9 floor partial renovation,3 rm. 74 sq.m. 2/9 floor,78000,USD,Avan,4,https://s.list.am/g/507/66629507.webp
3 room apartment on Tumanyan street 80 sq.m. 4/10 floor major renovation,3 rm. 80 sq.m. 4/10 floor,175000,USD,Kentron,4,https://s.list.am/g/465/39434465.webp
3 room apartment in a new building Մոլդովական փողոց 66 sq.m. high ceilings 5/7 floor,3 rm. 66 sq.m. 5/7 floor,26400000,AMD,Nor Nork,4,https://s.list.am/g/876/61174876.webp
2 room apartment on Frunze street 67 sq.m.,2 rm. 67 sq.m. 9/9 floor,71000,USD,Shengavit,4,https://s.list.am/g/393/70301393.webp
Spacious 2 room apartment Masis highway 1500 sq.m. 1/1 floor euro renovation stone building,2 rm. 1500 sq.m. 1/1 floor,50000,USD,Masis,4,https://s.list.am/g/265/64848265.webp
3 room apartment Պետրոս Դուրյանի փողոց 75 sq.m. 1/9 floor partial renovation,3 rm. 75 sq.m. 1/9 floor,76000,USD,Avan,4,https://s.list.am/g/337/42424337.webp
1 room apartment on Khaghag Don street 42 sq.m. 7/9 floor major renovation,1 rm. 42 sq.m. 7/9 floor,59000,USD,Erebuni,4,https://s.list.am/g/441/69661441.webp
1 room apartment Պետրոս Դուրյանի փողոց 40 sq.m. cosmetic renovation,1 rm. 40 sq.m. 10/10 floor,57000,USD,Avan,4,https://s.list.am/g/274/42421274.webp
2 room apartment Bagratunyats Avenue 54 sq.m. high ceilings second to last floor stone building,2 rm. 54 sq.m. 4/5 floor,71000,USD,Shengavit,4,https://s.list.am/g/611/70269611.webp
Spacious 1 room apartment on Mantashyan street 53 sq.m. 2/9 floor major renovation,1 rm. 53 sq.m. 2/9 floor,75000,USD,Shengavit,4,https://s.list.am/g/822/68445822.webp
2 room apartment Arshakuniats Avenue 55 sq.m. partial renovation stone building,2 rm. 55 sq.m. 5/5 floor,73000,USD,Shengavit,4,https://s.list.am/g/077/70061077.webp
3 room apartment Ղազար Փարպեցու փողոց 78 sq.m. 2/9 floor major renovation,3 rm. 78 sq.m. 2/9 floor,199999,USD,Kentron,4,https://s.list.am/g/774/58028774.webp
Spacious 1 room apartment Yeghbayrutyan Street 52 sq.m. 3/5 floor cosmetic renovation,1 rm. 52 sq.m. 3/5 floor,72000,USD,Shengavit,4,https://s.list.am/g/257/68998257.webp
2 room apartment on Nalbandyan street 88 sq.m. 4/6 floor major renovation stone building,2 rm. 88 sq.m. 4/6 floor,195000,USD,Kentron,4,https://s.list.am/g/619/57935619.webp
3 room apartment Saryan Street 86 sq.m. multiple balconies second to last floor,3 rm. 86 sq.m. 10/11 floor,170000,USD,Kentron,4,https://s.list.am/g/465/31266465.webp
Spacious 1 room apartment Նարեկացու թաղամաս 55 sq.m. 11/14 floor partial renovation,1 rm. 55 sq.m. 11/14 floor,66000,USD,Avan,4,https://s.list.am/g/568/42419568.webp
3 room apartment on Hin Yerevantsu street 98 sq.m. 6/11 floor euro renovation,3 rm. 98 sq.m. 6/11 floor,195000,USD,Kentron,4,https://s.list.am/g/632/57573632.webp
3 room apartment Sayat-Nova block 78 sq.m. 1/9 floor euro renovation,3 rm. 78 sq.m. 1/9 floor,95000,USD,Avan,4,https://s.list.am/g/752/66623752.webp
3 room apartment Հրաչյա Աճառյան փողոցի 80 sq.m. partial renovation stone building,3 rm. 80 sq.m. 5/5 floor,78000,USD,Avan,4,https://s.list.am/g/952/42436952.webp
2 room apartment in a new building Mesrop Mashtots Avenue 50 sq.m. 2 bathrooms high ceilings,2 rm. 50 sq.m. 13/13 floor,255555,USD,Kentron,4,https://s.list.am/g/046/67795046.webp
2 room apartment in a new building Արգիշտի փողոց 67 sq.m. high ceilings 11/14 floor,2 rm. 67 sq.m. 11/14 floor,175000,USD,Kentron,4,https://s.list.am/g/880/67020880.webp
3 room apartment Նարեկացու թաղամաս 85 sq.m. 11/16 floor euro renovation,3 rm. 85 sq.m. 11/16 floor,92000,USD,Avan,4,https://s.list.am/g/564/66626564.webp
3 room apartment in a new building on Nikoghayos Adonts street 104 sq.m. 2 bathrooms,3 rm. 104 sq.m. 6/18 floor,260000,USD,Arabkir,4,https://s.list.am/g/045/70715045.webp
1 room apartment Յոհաննես Լեփսիուսի փողոց 31 sq.m. euro renovation,1 rm. 31 sq.m. 4/4 floor,47000,USD,Kanaker-Zeytun,4,https://s.list.am/g/039/42427039.webp
1 room apartment Charents block 50 sq.m. 2/9 floor partial renovation,1 rm. 50 sq.m. 2/9 floor,65000,USD,Avan,4,https://s.list.am/g/913/42436913.webp
3 room apartment Նարեկացու թաղամաս 84 sq.m. 11/16 floor partial renovation,3 rm. 84 sq.m. 11/16 floor,92000,USD,Avan,4,https://s.list.am/g/301/66627301.webp
2 room apartment Մոլդովական 53 sq.m. major renovation,2 rm. 53 sq.m. 5/5 floor,66000,USD,Nor Nork,4,https://s.list.am/g/457/67265457.webp
4 room apartment Hovhanisyan block 95 sq.m. second to last floor euro renovation,4 rm. 95 sq.m. 8/9 floor,90000,USD,Avan,4,https://s.list.am/g/131/42432131.webp
2 room apartment on Zavaryan street 70 sq.m. 4/9 floor cosmetic renovation,2 rm. 70 sq.m. 4/9 floor,117000,USD,Kentron,4,https://s.list.am/g/882/31260882.webp
2 room apartment on Leningradyan street 53 sq.m. 2/5 floor stone building,2 rm. 53 sq.m. 2/5 floor,65000,USD,Ajapnyak,4,https://s.list.am/g/598/70893598.webp
3 room apartment on Rubiniants street 81 sq.m. 2/5 floor stone building,3 rm. 81 sq.m. 2/5 floor,105000,USD,Kanaker-Zeytun,4,https://s.list.am/g/520/68040520.webp
3 room apartment Hovhanisyan block 76 sq.m. 4/9 floor partial renovation,3 rm. 76 sq.m. 4/9 floor,120000,USD,Avan,4,https://s.list.am/g/346/66900346.webp
2 room apartment in Kanaker-Zeytun 80 sq.m. high ceilings 1/6 floor cosmetic renovation,2 rm. 80 sq.m. 1/6 floor,132000,USD,Kanaker-Zeytun,4,https://s.list.am/g/036/55132036.webp
2 room apartment Quchak block 67 sq.m. 3/9 floor,2 rm. 67 sq.m. 3/9 floor,69000,USD,Avan,4,https://s.list.am/g/874/66592874.webp
2 room apartment Saryan Street 70 sq.m. 8/11 floor cosmetic renovation,2 rm. 70 sq.m. 8/11 floor,193000,USD,Kentron,4,https://s.list.am/g/176/31250176.webp
3 room apartment in a new building on Gogol street 75 sq.m. 1/9 floor major renovation,3 rm. 75 sq.m. 1/9 floor,90000,USD,Kanaker-Zeytun,4,https://s.list.am/g/454/65052454.webp
1 room apartment Bryusov block 36 sq.m. cosmetic renovation,1 rm. 36 sq.m. 9/9 floor,59000,USD,Avan,4,https://s.list.am/g/495/70893495.webp
Spacious 2 room apartment in a new building Northern Avenue 104 sq.m. high ceilings,2 rm. 104 sq.m. 3/9 floor,405000,USD,Kentron,4,https://s.list.am/g/345/66844345.webp
3 room apartment Mesrop Mashtots Avenue 100 sq.m. 2 bathrooms high ceilings designer renovation,3 rm. 100 sq.m. 5/5 floor,350000,USD,Kentron,4,https://s.list.am/g/026/66325026.webp
3 room apartment Sayat Nova avenue 76 sq.m. 6/10 floor cosmetic renovation,3 rm. 76 sq.m. 6/10 floor,165000,USD,Kentron,4,https://s.list.am/g/491/58044491.webp
Spacious 2 room apartment on Abovyan street 106 sq.m. 3/5 floor bricks building,2 rm. 106 sq.m. 3/5 floor,500000,USD,Kentron,4,https://s.list.am/g/230/70344230.webp
2 room apartment on Moskovyan street 63 sq.m. 2 bathrooms high ceilings 2/5 floor,2 rm. 63 sq.m. 2/5 floor,232000,USD,Kentron,4,https://s.list.am/g/482/66328482.webp
3 room apartment Amiryan Street 90 sq.m. 1/9 floor partial renovation,3 rm. 90 sq.m. 1/9 floor,210000,USD,Kentron,4,https://s.list.am/g/623/64094623.webp
3 room apartment on Grigor Lusavorich street 99 sq.m. 2 bathrooms high ceilings 3/5 floor,3 rm. 99 sq.m. 3/5 floor,198000,USD,Kentron,4,https://s.list.am/g/538/57486538.webp
2 room apartment in a new building on Moldovakan street 37 sq.m. high ceilings 2/8 floor,2 rm. 37 sq.m. 2/8 floor,15540000,AMD,Nor Nork,4,https://s.list.am/g/887/61078887.webp
Spacious 1 room apartment on Arno Babajanian street 60 sq.m. major renovation,1 rm. 60 sq.m. 9/9 floor,63000,USD,Malatia-Sebastia,4,https://s.list.am/g/714/70889714.webp
4 room apartment Tigran Mets Avenue 85 sq.m. high ceilings 2/4 floor major renovation,4 rm. 85 sq.m. 2/4 floor,156000,USD,Kentron,4,https://s.list.am/g/123/57468123.webp
4 room apartment in a new building Aram Street 90 sq.m. 7/15 floor major renovation,4 rm. 90 sq.m. 7/15 floor,370000,USD,Kentron,4,https://s.list.am/g/657/67565657.webp
3 room apartment on Vilnyus street 76 sq.m. 1/9 floor cosmetic renovation,3 rm. 76 sq.m. 1/9 floor,72000,USD,Nor Nork,4,https://s.list.am/g/111/66273111.webp
3 room apartment Նարեկացու թաղամաս 84 sq.m. 11/16 floor partial renovation,3 rm. 84 sq.m. 11/16 floor,92000,USD,Avan,4,https://s.list.am/g/301/66627301.webp
2 room apartment Մոլդովական 53 sq.m. major renovation,2 rm. 53 sq.m. 5/5 floor,66000,USD,Nor Nork,4,https://s.list.am/g/457/67265457.webp
4 room apartment Hovhanisyan block 95 sq.m. second to last floor euro renovation,4 rm. 95 sq.m. 8/9 floor,90000,USD,Avan,4,https://s.list.am/g/131/42432131.webp
2 room apartment on Zavaryan street 70 sq.m. 4/9 floor cosmetic renovation,2 rm. 70 sq.m. 4/9 floor,117000,USD,Kentron,4,https://s.list.am/g/882/31260882.webp
2 room apartment on Leningradyan street 53 sq.m. 2/5 floor stone building,2 rm. 53 sq.m. 2/5 floor,65000,USD,Ajapnyak,4,https://s.list.am/g/598/70893598.webp
3 room apartment on Rubiniants street 81 sq.m. 2/5 floor stone building,3 rm. 81 sq.m. 2/5 floor,105000,USD,Kanaker-Zeytun,4,https://s.list.am/g/520/68040520.webp
3 room apartment Hovhanisyan block 76 sq.m. 4/9 floor partial renovation,3 rm. 76 sq.m. 4/9 floor,120000,USD,Avan,4,https://s.list.am/g/346/66900346.webp
2 room apartment in Kanaker-Zeytun 80 sq.m. high ceilings 1/6 floor cosmetic renovation,2 rm. 80 sq.m. 1/6 floor,132000,USD,Kanaker-Zeytun,4,https://s.list.am/g/036/55132036.webp
2 room apartment Quchak block 67 sq.m. 3/9 floor,2 rm. 67 sq.m. 3/9 floor,69000,USD,Avan,4,https://s.list.am/g/874/66592874.webp
2 room apartment Saryan Street 70 sq.m. 8/11 floor cosmetic renovation,2 rm. 70 sq.m. 8/11 floor,193000,USD,Kentron,4,https://s.list.am/g/176/31250176.webp
3 room apartment in a new building on Gogol street 75 sq.m. 1/9 floor major renovation,3 rm. 75 sq.m. 1/9 floor,90000,USD,Kanaker-Zeytun,4,https://s.list.am/g/454/65052454.webp
1 room apartment Bryusov block 36 sq.m. cosmetic renovation,1 rm. 36 sq.m. 9/9 floor,59000,USD,Avan,4,https://s.list.am/g/495/70893495.webp
Spacious 2 room apartment in a new building Northern Avenue 104 sq.m. high ceilings,2 rm. 104 sq.m. 3/9 floor,405000,USD,Kentron,4,https://s.list.am/g/345/66844345.webp
3 room apartment Mesrop Mashtots Avenue 100 sq.m. 2 bathrooms high ceilings designer renovation,3 rm. 100 sq.m. 5/5 floor,350000,USD,Kentron,4,https://s.list.am/g/026/66325026.webp
3 room apartment Sayat Nova avenue 76 sq.m. 6/10 floor cosmetic renovation,3 rm. 76 sq.m. 6/10 floor,165000,USD,Kentron,4,https://s.list.am/g/491/58044491.webp
Spacious 2 room apartment on Abovyan street 106 sq.m. 3/5 floor bricks building,2 rm. 106 sq.m. 3/5 floor,500000,USD,Kentron,4,https://s.list.am/g/230/70344230.webp
2 room apartment on Moskovyan street 63 sq.m. 2 bathrooms high ceilings 2/5 floor,2 rm. 63 sq.m. 2/5 floor,232000,USD,Kentron,4,https://s.list.am/g/482/66328482.webp
3 room apartment Amiryan Street 90 sq.m. 1/9 floor partial renovation,3 rm. 90 sq.m. 1/9 floor,210000,USD,Kentron,4,https://s.list.am/g/623/64094623.webp
3 room apartment on Grigor Lusavorich street 99 sq.m. 2 bathrooms high ceilings 3/5 floor,3 rm. 99 sq.m. 3/5 floor,198000,USD,Kentron,4,https://s.list.am/g/538/57486538.webp
2 room apartment in a new building on Moldovakan street 37 sq.m. high ceilings 2/8 floor,2 rm. 37 sq.m. 2/8 floor,15540000,AMD,Nor Nork,4,https://s.list.am/g/887/61078887.webp
Spacious 1 room apartment on Arno Babajanian street 60 sq.m. major renovation,1 rm. 60 sq.m. 9/9 floor,63000,USD,Malatia-Sebastia,4,https://s.list.am/g/714/70889714.webp
4 room apartment Tigran Mets Avenue 85 sq.m. high ceilings 2/4 floor major renovation,4 rm. 85 sq.m. 2/4 floor,156000,USD,Kentron,4,https://s.list.am/g/123/57468123.webp
4 room apartment in a new building Aram Street 90 sq.m. 7/15 floor major renovation,4 rm. 90 sq.m. 7/15 floor,370000,USD,Kentron,4,https://s.list.am/g/657/67565657.webp
3 room apartment on Vilnyus street 76 sq.m. 1/9 floor cosmetic renovation,3 rm. 76 sq.m. 1/9 floor,72000,USD,Nor Nork,4,https://s.list.am/g/111/66273111.webp
3 room apartment on Vilnyus street 80 sq.m. 4/9 floor,3 rm. 80 sq.m. 4/9 floor,76000,USD,Nor Nork,4,https://s.list.am/g/511/67699511.webp
Spacious 3 room apartment in a new building on Charents street 155 sq.m. 2 bathrooms,3 rm. 155 sq.m. 13/17 floor,310000,USD,Kentron,4,https://s.list.am/g/226/70754226.webp
4 room apartment Avan-Arinj 2nd micro 90 sq.m. 7/9 floor euro renovation,4 rm. 90 sq.m. 7/9 floor,110000,USD,Avan,4,https://s.list.am/g/616/66429616.webp
3 room apartment Shiraz St 58 sq.m. designer renovation,3 rm. 58 sq.m. 14/14 floor,79000,USD,Ajapnyak,4,https://s.list.am/g/365/70893365.webp
3 room apartment Duryan Street 76 sq.m. high ceilings multiple balconies partial renovation,3 rm. 76 sq.m. 5/5 floor,40000,USD,Artashat,4,https://s.list.am/g/313/64769313.webp
4 room apartment Օգոստոսի 100 sq.m. 2 bathrooms high ceilings multiple balconies 2/5 floor,4 rm. 100 sq.m. 2/5 floor,90000,USD,Artashat,4,https://s.list.am/g/342/67485342.webp
4 room apartment on Ghapantsian street 99 sq.m. high ceilings euro renovation,4 rm. 99 sq.m. 6/6 floor,135000,USD,Kanaker-Zeytun,4,https://s.list.am/g/073/70157073.webp
2 room apartment on Aram Khachatryan street 47 sq.m. 1/9 floor euro renovation,2 rm. 47 sq.m. 1/9 floor,112000,USD,Arabkir,4,https://s.list.am/g/307/70893307.webp
4 room apartment in a new building on Mamikonyants street 126 sq.m. 2 bathrooms high ceilings,4 rm. 126 sq.m. 3/15 floor,250000,USD,Arabkir,4,https://s.list.am/g/263/70893263.webp
2 room apartment in a new building Փավստոս Բուզանդի փողոց 65 sq.m. high ceilings 9/14 floor,2 rm. 65 sq.m. 9/14 floor,315000,USD,Kentron,4,https://s.list.am/g/041/68268041.webp
2 room apartment in a new building Գրիբոյեդովի փողոց 61 sq.m. high ceilings 10/15 floor,2 rm. 61 sq.m. 10/15 floor,140000,USD,Arabkir,4,https://s.list.am/g/169/68134169.webp
2 room apartment in a new building Կարապետ Ուլնեցու փողոց 64 sq.m. high ceilings 12/16 floor,2 rm. 64 sq.m. 12/16 floor,192000,USD,Kanaker-Zeytun,4,https://s.list.am/g/177/70000177.webp
2 room apartment in a new building Կարապետ Ուլնեցու փողոց 59 sq.m. high ceilings 12/16 floor,2 rm. 59 sq.m. 12/16 floor,175000,USD,Kanaker-Zeytun,4,https://s.list.am/g/638/69999638.webp
3 room apartment in a new building Karapet Ulnetsi Street 131 sq.m. 2 bathrooms high ceilings,3 rm. 131 sq.m. 2/12 floor,260000,USD,Kanaker-Zeytun,4,https://s.list.am/g/990/68585990.webp
4 room apartment in a new building Արաբկիրի 98 sq.m. 2 bathrooms high ceilings 4/8 floor,4 rm. 98 sq.m. 4/8 floor,326000,USD,Arabkir,4,https://s.list.am/g/982/70580982.webp
3 room apartment in a new building Դավթաշեն 74 sq.m. 2 bathrooms 14/16 floor euro renovation,3 rm. 74 sq.m. 14/16 floor,190000,USD,Davitashen,4,https://s.list.am/g/388/70579388.webp
2 room apartment in a new building on Argishti street 56 sq.m. 11/14 floor euro renovation,2 rm. 56 sq.m. 11/14 floor,160000,USD,Kentron,4,https://s.list.am/g/288/70708288.webp
4 room apartment in Erebuni 91 sq.m. multiple balconies 3/5 floor stone building,4 rm. 91 sq.m. 3/5 floor,178000,USD,Erebuni,4,https://s.list.am/g/360/70806360.webp
3 room apartment in a new building Կարապետ Ուլնեցու փողոց 110 sq.m. 2 bathrooms high ceilings,3 rm. 110 sq.m. 9/15 floor,380000,USD,Kanaker-Zeytun,4,https://s.list.am/g/043/67684043.webp
3 room apartment on Shirak street 71 sq.m. multiple balconies,3 rm. 71 sq.m. 4/4 floor,71000,USD,Shengavit,4,https://s.list.am/g/580/70051580.webp
2 room apartment in a new building Vahram Papazian 2-nd backstreet 72 sq.m. high ceilings,2 rm. 72 sq.m. 10/17 floor,210000,USD,Arabkir,4,https://s.list.am/g/271/67970271.webp
2 room apartment in a new building Komitas Avenue 93 sq.m. 2 bathrooms high ceilings,2 rm. 93 sq.m. 14/17 floor,290000,USD,Arabkir,4,https://s.list.am/g/687/55513687.webp
3 room apartment in Shengavit 55 sq.m. 2/5 floor partial renovation stone building,3 rm. 55 sq.m. 2/5 floor,34000000,AMD,Shengavit,4,https://s.list.am/g/385/70794385.webp
2 room apartment on Viktor Hambartsumyan street 60 sq.m. multiple balconies second to last floor,2 rm. 60 sq.m. 4/5 floor,103000,USD,Arabkir,4,https://s.list.am/g/524/70341524.webp
2 room apartment on Aghbyur Serob street 43 sq.m. 13/16 floor major renovation,2 rm. 43 sq.m. 13/16 floor,84000,USD,Arabkir,4,https://s.list.am/g/690/70893690.webp
3 room apartment Մարշալ Բաղրամյան պողոտա 95 sq.m. 2 bathrooms multiple balconies,3 rm. 95 sq.m. 9/9 floor,180000,USD,Kentron,4,https://s.list.am/g/036/70893036.webp
2 room apartment on Svachyan street 47 sq.m. cosmetic renovation,2 rm. 47 sq.m. 9/9 floor,63000,USD,Malatia-Sebastia,4,https://s.list.am/g/843/68981843.webp
3 room apartment in Hrazdan 70 sq.m. 2 bathrooms 1/5 floor stone building,3 rm. 70 sq.m. 1/5 floor,30000,USD,Hrazdan,4,https://s.list.am/g/520/68015520.webp
1 room apartment Gorki Street 30 sq.m. 2/4 floor designer renovation stone building,1 rm. 30 sq.m. 2/4 floor,45000,USD,Gyumri,4,https://s.list.am/g/828/70037828.webp
